Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken,distance_km,order_hour,prep_time
37.0,4.5,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,29,16.385045825961104,21.0,5.0
22.0,4.5,Stormy,High,2,Buffet,scooter,0.0,No,Urban,13,1.5322885596942126,,
27.0,4.7,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,18,1.536836906549953,8.0,15.0
38.0,4.8,Sunny,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,17,7.562317945109334,21.0,15.0
30.0,4.7,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,26,5205.036105236817,,
25.0,4.8,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,24,16.11216585109177,21.0,
39.0,4.9,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,21,3.116253656338934,8.0,15.0
28.0,5.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,19,1.5318406299867455,9.0,15.0
23.0,4.9,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,31,10.757499697083244,,
30.0,4.4,Windy,Medium,0,Meal,motorcycle,1.0,Yes,Metropolitian,43,19.760063712198686,17.0,10.0
39.0,4.6,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,19.671433318359583,23.0,15.0
21.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,No,Urban,38,13.406029476290724,20.0,10.0
29.0,4.8,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Urban,23,10.590448391072325,20.0,
33.0,4.6,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,28,3.1053645449072986,8.0,15.0
21.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Urban,11,7.683253857182166,23.0,10.0
30.0,4.7,Fog,Low,3,Drinks,bicycle,1.0,No,Metropolitian,26,17916.214885984115,,
26.0,4.6,Windy,High,2,Meal,electric_scooter,0.0,No,Metropolitian,26,1.5527001583674398,11.0,15.0
23.0,4.6,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,12,2.9794969556315394,10.0,5.0
39.0,4.8,Fog,Low,1,Meal,motorcycle,1.0,No,Urban,18,2.984608225622922,10.0,15.0
26.0,4.5,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,19.761050003538962,23.0,5.0
30.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,34,9.435201537430714,,
37.0,5.0,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,31,3.0882379795300396,11.0,5.0
30.0,4.7,Fog,Medium,2,Buffet,scooter,0.0,No,Urban,18,7.761726486394523,18.0,15.0
39.0,4.7,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,25,3.040697853651633,,
31.0,4.9,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,15,3.116121839413475,8.0,15.0
24.0,4.3,Cloudy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,43,16.3938118808,19.0,
22.0,4.6,Fog,Low,1,Snack,scooter,1.0,No,Urban,10,9.12108977493757,22.0,10.0
31.0,4.5,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,24,2.9796265189931233,9.0,10.0
34.0,4.7,Windy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,45,9.22014751541987,21.0,10.0
20.0,4.9,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,31,6.217860329667253,,
37.0,4.9,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,29,19.661098170299198,23.0,5.0
37.0,4.9,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,36,7.562491288861812,19.0,10.0
21.0,4.8,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25,9.220373067021216,18.0,5.0
21.0,4.9,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,19,9.348112475389563,18.0,5.0
24.0,4.7,Fog,Low,2,Snack,scooter,1.0,No,Urban,14,3.040665363317611,10.0,15.0
26.0,5.0,Cloudy,Low,2,Buffet,scooter,1.0,No,Urban,21,17.29786575291325,23.0,10.0
23.0,4.9,Windy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,12,1.5203728379727393,9.0,15.0
30.0,4.2,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,42,13.18466274082461,18.0,5.0
37.0,4.5,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27,16.60096646627219,17.0,15.0
34.0,4.5,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,38,16.59765942033505,23.0,10.0
31.0,4.8,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,20,3.058281575249995,,
25.0,4.7,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,18,4.537989684962583,22.0,5.0
24.0,4.9,Sandstorms,Low,2,Buffet,scooter,0.0,No,Urban,11,13.969760212954796,22.0,5.0
33.0,4.9,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,9.435201537430714,22.0,5.0
31.0,4.5,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,47,13.830016226508704,19.0,5.0
38.0,4.8,Windy,Low,2,Snack,electric_scooter,1.0,No,Urban,24,3.145067434621583,8.0,5.0
36.0,4.9,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,35,13.68204452608078,19.0,15.0
38.0,4.8,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,25,20.20634606758301,23.0,
28.0,4.8,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,21,3.0527377197541203,10.0,10.0
30.0,4.7,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,25,4.657952854119435,,
30.0,4.7,Fog,Low,3,Drinks,scooter,1.0,No,Metropolitian,26,9.07534450196205,,
30.0,4.7,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,28,7.447061074885405,,
28.0,4.7,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,38,12.161512247541568,19.0,10.0
39.0,4.7,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,29,1.5148048951935007,8.0,5.0
20.0,4.8,Windy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,11,2.9302151110568055,10.0,10.0
36.0,4.9,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,16.72146713385881,17.0,15.0
27.0,4.6,Stormy,Low,2,Meal,electric_scooter,0.0,No,Urban,10,1.572533729286321,9.0,15.0
20.0,5.0,Fog,Jam,1,Meal,scooter,0.0,No,Metropolitian,26,7.489922545713147,19.0,10.0
22.0,2.6,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,41,12.350300915304105,23.0,5.0
20.0,3.1,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,35,20.968653878919735,23.0,10.0
21.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,33,16.825674553493343,19.0,5.0
30.0,4.7,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,17,3.073660615290314,,
22.0,4.8,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,22,1.5369113551350593,11.0,5.0
36.0,4.9,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39,4.476682206847991,17.0,5.0
25.0,4.1,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,38,13.788169484007305,20.0,5.0
21.0,4.6,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,18,9.314976789360623,,
23.0,5.0,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,15,1.529743511582863,8.0,5.0
22.0,4.8,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,14,3.1161272207711526,8.0,15.0
20.0,5.0,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,17,3.145067434621583,9.0,5.0
27.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,44,11.719667572431094,18.0,15.0
22.0,5.0,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,25,3.025061641856169,11.0,10.0
20.0,4.7,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,18,7.803044762988818,20.0,15.0
29.0,3.6,Sunny,High,0,Buffet,motorcycle,3.0,No,Metropolitian,48,1.5545440228107195,11.0,15.0
37.0,4.2,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39,12.464226008964719,18.0,5.0
29.0,4.6,Cloudy,Medium,2,Buffet,scooter,0.0,No,Urban,14,4.657597469270872,18.0,10.0
36.0,4.6,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Urban,36,11.007734763744617,17.0,5.0
37.0,4.6,Sunny,Jam,2,Meal,scooter,1.0,No,Urban,22,13.990151177257511,,
30.0,4.7,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,23,13.990192142064847,,
35.0,4.7,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,26,1.572533729286321,9.0,15.0
21.0,4.7,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,24,19.975808791439345,20.0,5.0
32.0,4.7,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,21,13.40588385177958,20.0,
30.0,5.0,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,27,3.040665363317611,8.0,5.0
37.0,4.3,Fog,Jam,2,Drinks,scooter,2.0,Yes,Metropolitian,40,10.586824027282614,21.0,5.0
29.0,4.6,Cloudy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,35,10.88095073745098,21.0,15.0
22.0,4.8,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,29,7.448627554424398,18.0,15.0
30.0,4.5,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,23,8.929090496038414,17.0,15.0
28.0,4.7,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,27,6.049956259946466,15.0,15.0
25.0,4.8,Stormy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,27,6.21086415606354,14.0,5.0
20.0,4.6,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,10,9.074331008326515,17.0,10.0
30.0,4.7,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,5986.451621445729,,
37.0,3.7,Cloudy,Low,1,Meal,motorcycle,1.0,No,Urban,33,13.631343698142908,23.0,5.0
31.0,4.9,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,6.2178836475581045,16.0,5.0
23.0,4.3,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,43,12.233151216488597,21.0,5.0
38.0,4.3,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,35,7.6510644585303815,18.0,5.0
20.0,5.0,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24,4.67432400638191,18.0,5.0
27.0,4.6,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,26,19.620419296539986,21.0,15.0
30.0,4.2,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,26,3.0644638558352577,10.0,5.0
29.0,4.6,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,10,9.326428318803535,22.0,10.0
31.0,5.0,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Urban,15,7.5620793211870625,20.0,10.0
32.0,4.5,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,32,12.580267822400963,21.0,15.0
33.0,4.9,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,12,3.060557773040758,8.0,5.0
31.0,4.4,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,7.648557947935138,22.0,10.0
28.0,4.8,Cloudy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,12,3.1161417126181274,10.0,5.0
21.0,4.7,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Urban,26,14.15280068944862,20.0,5.0
35.0,4.5,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,1.5147941817694572,10.0,
31.0,4.8,Stormy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,36,19.976712110350487,18.0,15.0
33.0,4.7,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,27,10.72504264384306,21.0,5.0
21.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,15,16.824772113250834,22.0,
25.0,4.6,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,17,10.724956120302584,23.0,15.0
22.0,4.8,Fog,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,26,11.007734763744617,,
28.0,4.5,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,19,4.58903875102421,23.0,15.0
35.0,4.0,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,51,12.580267822400963,,
30.0,4.7,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,34,1.572533729286321,11.0,5.0
32.0,4.6,Fog,Low,1,Buffet,motorcycle,1.0,No,Urban,17,4.588321086013583,,
38.0,4.9,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,17,1.5544772821910615,9.0,5.0
20.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,13,9.326360257118816,19.0,15.0
23.0,5.0,Sandstorms,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,16,1.5134910203793128,9.0,15.0
27.0,4.6,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,26,17.13783007771357,23.0,
38.0,4.5,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,43,16.721976048741215,21.0,5.0
33.0,5.0,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,26,16.63687991359242,18.0,10.0
21.0,4.7,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,27,12.435401342193114,21.0,10.0
21.0,2.6,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,38,13.972191759503005,23.0,5.0
23.0,4.3,Cloudy,Medium,1,Snack,scooter,0.0,No,Metropolitian,35,10.58695309692162,18.0,5.0
27.0,4.0,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,33,20.506907204759106,,
38.0,4.3,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,36,6.118471180690497,16.0,10.0
20.0,4.9,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,23,4.560740459631507,17.0,15.0
32.0,4.6,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,25,6.29013467763468,14.0,10.0
20.0,3.5,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,40,16.827472773146095,22.0,10.0
21.0,4.6,Fog,Jam,0,Meal,motorcycle,0.0,Yes,Urban,49,11.007734763744617,21.0,15.0
32.0,4.8,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,28,6.081596950437154,15.0,5.0
34.0,4.1,Stormy,Medium,2,Drinks,motorcycle,2.0,No,Urban,34,13.789630729980562,,
26.0,4.9,Stormy,High,2,Meal,scooter,0.0,No,Metropolitian,16,1.572533729286321,11.0,15.0
34.0,4.7,Stormy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,27,4.663493139918665,18.0,10.0
36.0,5.0,Stormy,Jam,0,Drinks,motorcycle,2.0,Yes,Urban,47,19.362561679297382,20.0,15.0
20.0,5.0,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,10,3.0640094555094213,9.0,5.0
36.0,5.0,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,25,6884.726398933316,18.0,10.0
36.0,4.1,Windy,Medium,1,Buffet,motorcycle,1.0,No,Urban,34,8.811560720686265,17.0,15.0
24.0,4.8,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,14,16.63579806090435,,
20.0,4.8,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,15,3.104463374954771,9.0,15.0
37.0,4.0,Cloudy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,35,12.256046315965444,23.0,10.0
31.0,5.0,Sunny,Low,1,Drinks,scooter,1.0,No,Urban,13,1.5093577696337532,10.0,10.0
24.0,4.5,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,30,12.29354192492578,21.0,15.0
25.0,4.3,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,1.5321890925569548,9.0,15.0
24.0,4.9,Stormy,Low,1,Meal,scooter,0.0,No,Metropolitian,11,7.5620793211870625,22.0,10.0
20.0,4.8,Cloudy,Low,1,Meal,motorcycle,1.0,No,Urban,17,3.105095437473336,8.0,10.0
30.0,4.9,Cloudy,Low,2,Snack,scooter,1.0,No,Urban,15,7.660582694185052,23.0,15.0
30.0,4.7,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,31,19.880040740546,,
38.0,3.6,Sandstorms,Medium,2,Drinks,motorcycle,1.0,No,Urban,31,16.476437954273965,18.0,5.0
38.0,4.3,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,34,7.6597039787034085,20.0,10.0
24.0,4.3,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,31,9.326725258722023,20.0,5.0
32.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,43,12.420750390870612,19.0,10.0
22.0,4.5,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,47,12.435540495461442,20.0,15.0
35.0,4.6,Fog,Jam,0,Snack,motorcycle,1.0,Yes,Semi-Urban,47,16.385047886584577,21.0,5.0
33.0,4.1,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,6.054295400511417,16.0,
25.0,4.8,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,24,10.724879289478304,18.0,15.0
38.0,4.8,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,24,1.5297232853100244,8.0,5.0
23.0,4.8,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,19,12.484473082437557,18.0,5.0
32.0,4.1,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,33,12.24085827411391,23.0,5.0
21.0,4.8,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,11,17.29786575291325,23.0,5.0
24.0,4.8,Fog,Low,2,Drinks,scooter,0.0,No,Urban,11,7.762092914972186,22.0,5.0
32.0,4.1,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,49,9.055981117924203,21.0,15.0
32.0,4.6,Cloudy,Medium,0,Meal,motorcycle,3.0,No,Metropolitian,45,13.5874308810486,17.0,5.0
25.0,4.8,Windy,Jam,1,Drinks,motorcycle,0.0,No,Urban,18,13.830084721845328,20.0,15.0
34.0,3.5,Fog,Low,1,Drinks,scooter,0.0,No,Urban,39,11.007734763744617,23.0,10.0
35.0,4.8,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,19,1.5094642591450969,,
33.0,5.0,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,26,14.04460087552295,23.0,15.0
27.0,5.0,Sunny,Jam,2,Meal,scooter,0.0,No,Urban,16,7.5735237341835395,21.0,
28.0,4.5,Cloudy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,30,10.906379374468557,17.0,15.0
39.0,4.9,Cloudy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,49,13.682516298592299,19.0,5.0
21.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,4.596534542243907,21.0,5.0
31.0,4.1,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,36,1.572533729286321,11.0,10.0
27.0,4.6,Windy,Low,1,Meal,scooter,0.0,No,Urban,16,3.145067434621583,9.0,10.0
32.0,5.0,Fog,Medium,1,Buffet,motorcycle,1.0,No,Urban,16,7.772282029629311,17.0,10.0
20.0,4.9,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,19,4.65825552423237,20.0,15.0
31.0,4.6,Sunny,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,17,3.145067434621583,11.0,10.0
28.0,4.6,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,23,9.056109430302039,20.0,5.0
25.0,4.6,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,31,19.615926964388624,19.0,10.0
22.0,4.7,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,10,4.657999585570663,22.0,10.0
24.0,4.9,Cloudy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,21,10.428148593687968,22.0,10.0
31.0,4.9,Stormy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,22,4.470286489434607,23.0,5.0
30.0,5.0,Cloudy,Jam,1,Drinks,motorcycle,3.0,No,Metropolitian,48,13.830084721845328,19.0,5.0
38.0,4.7,Fog,Jam,1,Snack,scooter,1.0,Yes,Metropolitian,43,13.582511011042971,19.0,15.0
20.0,4.8,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,12,8.953006164966736,17.0,5.0
35.0,4.9,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,34,6.081595038517862,13.0,10.0
31.0,4.8,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,36,16.85352490584544,21.0,15.0
36.0,4.2,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,30,1.5526813140972442,9.0,15.0
33.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,1.572533729286321,8.0,5.0
26.0,4.2,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,20,4.587794632025183,23.0,5.0
21.0,4.9,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,29,16.849904095492622,19.0,10.0
38.0,4.4,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,9.435201537430714,22.0,
38.0,4.6,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,29,4.717601092054723,18.0,10.0
22.0,4.5,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,25,6.040512901945428,16.0,15.0
30.0,4.3,Windy,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,43,20.253686339517458,20.0,15.0
24.0,4.8,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,16,17.075035490452994,,
21.0,4.2,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,20.207797933358158,17.0,5.0
30.0,4.7,Sunny,Low,2,Drinks,electric_scooter,0.0,No,Urban,11,1.5204190072774333,9.0,5.0
20.0,4.7,Cloudy,Low,1,Snack,motorcycle,0.0,No,Urban,11,9.271888389475569,22.0,10.0
22.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,20,4.587356404161673,21.0,15.0
38.0,4.8,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,26,6.232150258829198,,
20.0,4.9,Fog,Low,2,Drinks,scooter,0.0,No,Urban,17,9.315745106316243,,
28.0,4.7,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,11,1.572533729286321,9.0,
26.0,4.7,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,16,4.561269432005461,22.0,5.0
33.0,4.2,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,36,10.906470984869689,21.0,5.0
24.0,4.2,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,31,10.705622903496973,19.0,15.0
30.0,4.7,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,24,1.5581570033504795,10.0,5.0
34.0,4.3,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32,7.683782781592616,18.0,15.0
25.0,4.8,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,28,13.78666969363518,17.0,10.0
30.0,4.8,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,35,9.088011034370515,20.0,5.0
27.0,4.5,Stormy,Jam,1,Meal,motorcycle,0.0,No,Urban,22,12.292622739442963,20.0,10.0
39.0,4.9,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,23,12.292599798532462,22.0,15.0
21.0,4.7,Sunny,Low,1,Meal,scooter,1.0,No,Urban,22,1.465204236107831,8.0,10.0
21.0,4.9,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,27,12.293745665244252,19.0,15.0
36.0,4.2,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,31,4.5967456266495255,22.0,15.0
29.0,4.8,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,24,10.866261860714015,23.0,5.0
35.0,4.7,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,27,9.31563208704705,23.0,5.0
27.0,4.4,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,4.4054979115943596,23.0,15.0
38.0,4.0,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,3.040666798077057,9.0,5.0
23.0,4.8,Windy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,22,4.530163033904002,18.0,
36.0,4.8,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,26,7.449051156906713,22.0,5.0
30.0,4.3,Fog,Jam,2,Snack,motorcycle,3.0,No,Urban,49,20.178298581848242,,
38.0,4.4,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,31,9.31563208704705,21.0,5.0
30.0,4.9,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,15,4.657528074267875,17.0,15.0
28.0,4.3,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,35,12.162418131175954,21.0,5.0
24.0,4.6,Sunny,Medium,1,Meal,motorcycle,1.0,No,Urban,14,16.902051800243928,17.0,10.0
30.0,4.7,Fog,Jam,0,Buffet,motorcycle,3.0,Yes,Urban,44,12.16161548161981,,
36.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,7.790439155314363,22.0,
31.0,4.1,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,34,7.790125828454116,23.0,15.0
34.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,31,9.315745361545886,20.0,15.0
28.0,4.9,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,19,17.29786575291325,23.0,15.0
27.0,4.7,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,21,6.037605711784208,16.0,5.0
32.0,4.1,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,32,12.080196181742094,18.0,15.0
35.0,4.8,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,9.19151681625338,23.0,5.0
28.0,4.9,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,18,12.42075005031367,18.0,5.0
32.0,4.0,Fog,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,37,12.580267822400963,18.0,15.0
25.0,4.7,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,19,12.074281945769359,,
32.0,4.6,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,16,6.210061176100266,15.0,5.0
37.0,4.8,Sunny,Medium,0,Snack,motorcycle,0.0,No,Urban,22,7.659687719505771,17.0,5.0
29.0,4.7,Sunny,High,1,Buffet,scooter,1.0,No,Metropolitian,13,2.979763497462109,11.0,5.0
32.0,5.0,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,7.44864451602914,20.0,10.0
